Country Region Date  Kilotons of Co2  Metric Tons Per Capita
  China   Asia 2019      10707219.73                    7.61
  China   Asia 2018      10502929.69                    7.49
  China   Asia 2017      10096009.77                    7.23
  China   Asia 2014      10006669.92                    7.29
  China   Asia 2013       9984570.31                    7.32
